Context Word 1,Context Word 2,Context Word 3,Context Word 4,Context Word 5
0.26194608211517334,0.15067851543426514,0.330426961183548,1.0,0.3101092576980591
instructs,conducts,physics,laboratory,principles
0.4164832830429077,0.35257261991500854,0.42978915572166443,0.3613870143890381,0.9999999403953552
team,directs,captain,the,burning
0.2766251862049103,0.2858958840370178,0.20908194780349731,0.12760771811008453,0.45059555768966675
inspired,the,poems,reviews,nature
0.2616501450538635,0.38362717628479004,0.6319618225097656,0.1901913434267044,0.22726014256477356
experiments,new,critiques,chef,dishes
0.1357232928276062,0.13725142180919647,0.07912850379943848,0.34883254766464233,0.5914125442504883
cyclist,the,cyclist's,endurance,time
0.16406439244747162,0.31673556566238403,0.19716550409793854,0.21246331930160522,0.6720161437988281
peace,negotiates,agreements,ambassador,country
0.30902358889579773,0.5349359512329102,1.0,0.26491355895996094,0.21544399857521057
mental,sessions,clients,issues,support
0.38555604219436646,0.4582440257072449,0.41055816411972046,0.24812310934066772,0.39256832003593445
exotic,documents,efforts,images,wildlife
0.43826210498809814,0.10806579142808914,0.08366504311561584,0.21767480671405792,1.0
the,construction,helps,volunteers,project
0.11795370280742645,0.26175642013549805,0.47151094675064087,0.8976478576660156,0.29757028818130493
sandy,shore,sunrise,waves,beachgoers
0.3381957709789276,0.38524502515792847,1.0000001192092896,0.36568236351013184,0.2862336039543152
bees,studies,behavior,hives,the
0.089655801653862,0.1651439368724823,0.1883780062198639,-0.06640532612800598,0.29664212465286255
the,circus,routine,stunts,guides
0.21998706459999084,0.32943084836006165,0.326813280582428,0.26446661353111267,0.4104360342025757
archaeologist,discoveries,historian,artifacts,excavates
0.43968185782432556,0.4191896915435791,0.48353609442710876,0.3225976228713989,0.16326525807380676
analyzes,insights,the,chess,strategizes
0.18633213639259338,0.2863936126232147,0.2689788341522217,0.505447506904602,0.26406505703926086
manuscripts,novelist,the,stories,revises
0.4056077003479004,0.40030112862586975,0.27942517399787903,0.25971025228500366,0.20077253878116608
linguistic,linguist,evolution,the,patterns
0.2833757698535919,0.21584099531173706,0.2608318030834198,0.28277286887168884,0.41262006759643555
location,fossils,fossilized,researcher,examines
0.22179454565048218,-0.12773481011390686,-0.11849869787693024,0.06102943420410156,0.08479923754930496
data,the,physicist,experiments,conducts
0.17028379440307617,0.3575668931007385,1.000000238418579,0.5089466571807861,0.22998341917991638
trails,navigates,mountain,expedition,challenging
0.9999998807907104,0.4142955541610718,0.41846704483032227,0.48636186122894287,0.2799002230167389
species,harvests,behavior,beehive,studies
0.3785519301891327,0.28716444969177246,0.20081420242786407,0.8120130300521851,0.19421514868736267
routine,troupe,dance,choreographer,studio
0.3207443952560425,0.33228880167007446,0.13218994438648224,0.36905404925346375,0.31247302889823914
codes,algorithms,troubleshoots,programmer,engineer
0.22680388391017914,0.9999999403953552,0.20836836099624634,0.41519787907600403,0.3322031497955322
the,studies,marine,life,ecosystems
0.5145820379257202,1.0,0.15456002950668335,0.34105175733566284,0.24499106407165527
events,archives,historian,preserves,documents
0.3476135730743408,0.35574886202812195,0.2554216980934143,0.24295398592948914,0.40210163593292236
prototypes,roboticist,the,engineer,robotic
0.41396334767341614,0.30700868368148804,0.1933034211397171,0.31972649693489075,0.33507001399993896
distant,universe's,astronomer,origins,the
0.2762099504470825,0.2662961781024933,0.6136834621429443,0.11699840426445007,0.1580473780632019
organizes,novel,library,books,shelves
0.31372132897377014,0.18834829330444336,0.4731925129890442,0.4818674921989441,0.9999998211860657
glazes,the,shapes,potter,kiln
0.2811110317707062,0.4228034019470215,0.5034294128417969,0.32334280014038086,0.22019986808300018
competition,provides,coach,the,trains
0.18597503006458282,0.4734307527542114,0.4191015362739563,0.233917236328125,0.129864901304245
critic,savors,critiques,exotic,chef
0.17926079034805298,0.274810791015625,0.14997082948684692,0.3913832902908325,0.3090517222881317
architect,skyscrapers,buildings,envisions,modern
0.3117539584636688,0.1515258550643921,0.19859853386878967,0.3277965188026428,0.27669015526771545
audition,actor's,provides,performance,monologue
0.42364567518234253,0.8497062921524048,0.1499139964580536,0.2714211940765381,0.31804585456848145
developer,reports,bugs,new,software
0.09829302877187729,0.14224015176296234,0.050760891288518906,0.1778123825788498,0.24157479405403137
studies,ecologist,advocates,activities,practices
0.26507946848869324,0.6222969889640808,0.45640844106674194,0.2000541090965271,0.25927263498306274
teacher,activities,knowledge,student,classroom
0.38594168424606323,0.3350526690483093,0.9999998807907104,0.3156850039958954,0.27671557664871216
report,the,figures,reviews,investigative
0.5768121480941772,0.4762599468231201,0.20032189786434174,0.4535471498966217,1.000000238418579
the,climbing,ascent,support,peaks
0.3783910274505615,0.6830108761787415,0.9999999403953552,0.06653983145952225,0.5209848284721375
assists,assistant,experiments,analysis,collection
1.0000001192092896,0.47410616278648376,0.26057761907577515,0.2139522135257721,0.05131211876869202
stage,festival,practices,music,live
0.9999998807907104,0.33897367119789124,0.22659127414226532,0.47017785906791687,0.14675529301166534
sustainable,methods,promotes,cultivates,vegetables
0.3280245363712311,0.15486493706703186,0.1469036489725113,0.331154465675354,0.4494764804840088
pens,beauty,poetic,verses,nature
0.22470760345458984,0.44572684168815613,1.0,0.5826147794723511,0.2756017744541168
provides,counselor,support,conducts,psychologist
0.24174560606479645,0.4582440257072449,0.268459677696228,0.4696376919746399,0.35350301861763
innovative,analyst,evaluates,entrepreneur,trends
0.4527824819087982,0.3009604811668396,0.14762921631336212,0.5949623584747314,0.366455614566803
