Context Word 1,Context Word 2,Context Word 3,Context Word 4,Context Word 5
0.4717780649662018,0.35525086522102356,0.1862894743680954,0.4592626094818115,0.14430326223373413
behind,city,clear,night,sets
0.1862727403640747,0.1487949639558792,0.20766468346118927,0.4069216847419739,-0.005941759794950485
enjoy,passengers,plane,scenic,seats
0.16478943824768066,0.15866680443286896,0.4706305265426636,0.37086328864097595,0.0938197523355484
crash,crashing,ocean,rocky,seagulls
0.7730644345283508,0.9999999403953552,0.1792573630809784,0.17740792036056519,0.04379631578922272
chalkboard,complex,equations,lecture,mathematician
0.3951279819011688,0.23431141674518585,0.13579139113426208,1.0,0.39853811264038086
backyard,beautiful,clients,cultivates,designs
0.044658221304416656,0.13750635087490082,1.0,0.28143155574798584,0.09231400489807129
actor,actors,director,guides,lines
0.16063447296619415,0.2644031047821045,0.3386155962944031,1.0,0.32922661304473877
algorithms,code,codes,computer,errors
0.41519787907600403,0.4369753301143646,0.37609556317329407,0.4016683101654053,0.16122107207775116
ascends,challenging,climber,determination,expedition
0.32535290718078613,0.24592219293117523,0.3078901171684265,0.2621709108352661,0.23508989810943604
assists,clinic,diagnoses,doctor,medical
0.12771373987197876,0.9999999403953552,0.39477959275245667,0.653782308101654,0.7026053667068481
books,enjoys,librarian,library,moment
0.11735650151968002,0.3866308629512787,0.060824621468782425,0.061600461602211,1.0
day,forecaster,meteorologist,news,predicts
0.004752010107040405,0.10254335403442383,0.05838581919670105,0.2635437548160553,0.1500171422958374
article,conducts,editor,interviews,journalist
0.5126410126686096,0.40202581882476807,0.44828736782073975,0.6405378580093384,1.0
conductor,leads,live,musician,orchestra
0.22993822395801544,1.0000001192092896,0.05982664227485657,0.0992419570684433,0.21105153858661652
analyst,case,crime,detective,evidence
0.3630453944206238,0.2701513469219208,0.13684077560901642,0.36158275604248047,0.40865325927734375
architect,architectural,builder,constructs,designs
0.9999998807907104,0.8484830856323242,0.6406846642494202,0.3197138011455536,0.4534873068332672
aboard,astronaut,conducts,control,experiments
0.18953880667686462,0.3342662453651428,0.05484158173203468,0.10097125172615051,0.20389434695243835
agronomist,crops,cultivates,farmer,farming
0.09523877501487732,0.19286897778511047,0.46098679304122925,0.3136032521724701,0.3866727948188782
ancient,anecdotes,explores,foreign,group
1.0,0.40486741065979004,0.33368709683418274,0.34305694699287415,0.10548366606235504
building,electrical,electrician,electricity,issues
0.08710800111293793,0.14601758122444153,0.2040489912033081,0.13755498826503754,0.9999999403953552
creates,designer,details,fabric,fashion
0.19203805923461914,0.45951560139656067,0.2532387971878052,0.754898190498352,0.6437937021255493
analyzes,astronomer,astrophysicist,bodies,celestial
0.14406630396842957,0.6136834621429443,0.3758504390716553,0.10273491591215134,0.4649999737739563
business,company,daily,develops,entrepreneur
0.21097150444984436,0.08457231521606445,0.9999998807907104,0.06521415710449219,0.03899466618895531
advocates,biodiversity,conservation,ecologist,ecosystems
0.19931679964065552,0.7001891732215881,0.591188371181488,0.5041669607162476,1.0000001192092896
coach,feedback,glides,pool,provides
0.9999999403953552,0.2933056056499481,0.1293381154537201,0.15247803926467896,0.2685334086418152
canyon,excavates,excavation,formations,fossils
0.14816796779632568,0.9999998807907104,0.5618125200271606,0.27838677167892456,0.280719131231308
conducts,experiments,instructs,laboratory,physics
0.4222037196159363,0.618353009223938,0.21547859907150269,0.9999998807907104,0.3677881956100464
building,burning,captain,directs,extinguishes
0.1571926474571228,0.05247829854488373,0.39071351289749146,0.1860397607088089,-0.0736212432384491
anthology,composes,editor,inspired,nature
0.340442031621933,1.0,0.4903276562690735,0.25436556339263916,0.08932993561029434
chef,critic,critiques,dishes,experiments
0.47558146715164185,0.07616948336362839,0.15895718336105347,0.583030104637146,0.2795984745025635
clock,coach,cyclist,cyclist's,endurance
0.12789958715438843,0.9999999403953552,0.16210807859897614,0.16170312464237213,0.13615348935127258
affairs,agreements,ambassador,country,diplomat
0.3649458885192871,0.26491355895996094,0.9999998211860657,0.3034369945526123,0.8086584806442261
clients,conducts,counselor,health,issues
0.26133543252944946,0.15819671750068665,0.22231131792068481,1.0,0.31741347908973694
animals,captures,conservation,documents,efforts
0.07954922318458557,0.19168487191200256,0.2946007549762726,0.37738677859306335,0.9999999403953552
build,community,construction,coordinates,helps
0.2730642557144165,0.3646049201488495,0.2561257779598236,-0.010250214487314224,1.0
beachgoers,rides,sandy,shore,sunrise
0.479148268699646,0.10719247907400131,1.0,0.5194953680038452,0.3381957709789276
apiary,beekeeper,bees,behavior,entomologist
-0.06640532612800598,0.35809653997421265,0.6125572919845581,0.16286727786064148,0.12170958518981934
acrobat,circus,daring,guides,performs
0.1311013251543045,0.23126456141471863,0.2817324995994568,1.0,0.1491589993238449
analyzes,ancient,archaeologist,artifacts,civilization
0.2850056290626526,0.500301718711853,0.553734302520752,1.0000001192092896,0.3225976228713989
analyzes,chess,games,grandmaster,insights
0.1848505288362503,0.9999998211860657,0.505447506904602,0.558509111404419,0.2585119605064392
compelling,editor,manuscripts,novelist,publication
0.3816055655479431,0.40030112862586975,0.5632501840591431,1.0,0.5759755373001099
coach,long-distance,marathon,monitors,performance
0.31936249136924744,0.16688022017478943,0.7362799644470215,0.013604201376438141,0.32941293716430664
analyzes,evolution,languages,linguist,linguistic
0.5241454839706421,0.33190232515335083,0.3104577958583832,0.3219667673110962,0.3228033781051636
dinosaur,discovers,examines,fossilized,fossils
0.6682414412498474,0.25919222831726074,0.16462045907974243,0.8200231790542603,0.9999998807907104
accelerator,analyzes,conducts,data,experiments
0.12530040740966797,0.20858612656593323,0.15381070971488953,0.14037811756134033,0.28600165247917175
biker,biking,challenging,expedition,guide
0.16635286808013916,0.21059352159500122,0.19374319911003113,0.4430319666862488,0.20341400802135468
bee,beehive,beekeeper,behavior,different
0.14212600886821747,0.13891911506652832,0.0596219040453434,0.38474607467651367,1.0
choreographer,choreography,dance,dancer,guides
0.5343274474143982,0.7699223160743713,1.0000001192092896,0.8162296414375305,0.13218994438648224
algorithms,application,bugs,codes,engineer
0.9999999403953552,0.26506710052490234,0.12380862236022949,0.22680388391017914,0.3322031497955322
analyzes,biologist,currents,ecosystems,life
0.05948442593216896,0.27956652641296387,0.3199898302555084,0.20484298467636108,0.17789682745933533
archives,archivist,documents,events,historian
0.4082859754562378,0.9999998807907104,0.28736576437950134,0.23858779668807983,0.5615594387054443
applications,designs,engineer,innovative,prototypes
0.33507001399993896,0.2607887387275696,0.2803971767425537,0.29904812574386597,0.4663875102996826
astronomer,cosmologist,distant,explores,galaxies
0.23072996735572815,0.2074889838695526,0.21727000176906586,0.16276657581329346,0.15436111390590668
books,captivating,immerses,librarian,library
1.0,0.22137778997421265,0.19845041632652283,0.5259310007095337,0.5577391386032104
ceramicist,clay,finished,fires,glazes
0.37627100944519043,0.2983151078224182,0.1920943260192871,0.11548717319965363,0.25165194272994995
athlete,coach,competition,guidance,intensively
0.3842196762561798,0.9999999403953552,0.13017719984054565,0.4191015362739563,0.1493428349494934
chef,critic,critiques,exotic,experiments
0.34883254766464233,0.05886681377887726,0.07912850379943848,0.2344023734331131,0.1357232928276062
architect,buildings,city,construction,envisions
0.21105577051639557,0.08943851292133331,0.10635311901569366,0.4538029432296753,0.23722828924655914
actor,actor's,audition,director,dramatic
0.31804585456848145,0.35792720317840576,0.34996360540390015,0.3178529739379883,0.39716315269470215
algorithms,bugs,codes,developer,identifies
0.9999999403953552,0.12380862236022949,0.22680388391017914,0.24248826503753662,0.30503493547439575
activities,advocates,ecologist,ecosystems,environmentalist
0.23423337936401367,0.19931679964065552,0.5041669607162476,1.0000001192092896,0.4823359251022339
activities,classroom,engages,imparts,interactive
0.5127440690994263,0.1848459541797638,0.9999998211860657,0.399019718170166,0.33421754837036133
accuracy,article,clarity,editor,figures
0.41638970375061035,0.5521821975708008,0.352213591337204,0.3878164291381836,0.20032189786434174
ascent,challenging,climber,climbing,conquers
0.511089026927948,0.19374319911003113,0.4277464747428894,0.4549591541290283,0.20103110373020172
analysis,assistant,assists,collection,conducts
0.4988599419593811,0.13825538754463196,0.12872658669948578,0.3473498821258545,0.2846473455429077
band,festival,guitar,live,music
0.39668092131614685,0.3413096070289612,0.40298992395401,0.06890466064214706,0.5422998666763306
agriculturalist,cultivates,farm,farmer,farming
0.6536321640014648,0.46203362941741943,1.0000001192092896,0.7681628465652466,0.8341982364654541
analyzes,beauty,critic,elements,inspired
1.0,0.18114325404167175,0.2562409043312073,0.15706248581409454,0.13330745697021484
clients,conducts,counselor,emotional,provides
0.4502253532409668,0.22437724471092224,0.5771172046661377,0.3979330062866211,0.3566012382507324
analyst,business,consumer,develops,entrepreneur
0.4035415053367615,0.5204827785491943,0.5838585495948792,0.33739393949508667,0.33137911558151245
