Context Word 1,Context Word 2,Context Word 3,Context Word 4,Context Word 5
0.20526587963104248,0.2348233461380005,0.07055764645338058,0.2819865643978119,0.46916303038597107
actor,actors,director,guides,lines
0.2819580137729645,0.2767103910446167,0.12175753712654114,0.17728595435619354,0.1188659593462944
algorithms,code,codes,computer,errors
0.22134491801261902,0.17829591035842896,0.18594999611377716,1.0000001192092896,0.1449780911207199
ascends,challenging,climber,determination,expedition
1.0,0.3921920657157898,0.36334532499313354,0.16907010972499847,0.2698855996131897
assists,clinic,diagnoses,doctor,medical
0.15312229096889496,0.7495282888412476,0.5409722924232483,0.6669895648956299,0.7314246892929077
books,enjoys,librarian,library,moment
1.0,0.06845923513174057,0.5259310007095337,0.5577391386032104,0.11735650151968002
day,forecaster,meteorologist,news,predicts
0.14434686303138733,0.633533775806427,0.1948569416999817,0.2572867274284363,1.0
article,conducts,editor,interviews,journalist
0.260547935962677,0.9999999403953552,0.3265681266784668,0.4754907190799713,0.40202581882476807
conductor,leads,live,musician,orchestra
0.10671810805797577,0.24975568056106567,0.16285833716392517,0.14612644910812378,0.07338457554578781
analyst,case,crime,detective,evidence
0.26714426279067993,0.3771888315677643,0.310937762260437,0.238855242729187,0.9999999403953552
architect,architectural,builder,constructs,designs
0.3197138011455536,0.33533215522766113,0.4367968440055847,0.9999998807907104,0.39055904746055603
aboard,astronaut,conducts,control,experiments
0.9999999403953552,0.39062416553497314,0.19415470957756042,0.24013489484786987,0.1415521502494812
agronomist,crops,cultivates,farmer,farming
0.09523877501487732,0.19286897778511047,0.46098679304122925,0.3136032521724701,0.3866727948188782
ancient,anecdotes,explores,foreign,group
0.34305694699287415,0.17530961334705353,0.20233142375946045,1.0,0.13198116421699524
building,electrical,electrician,electricity,issues
1.0000001192092896,0.17238232493400574,0.08141586184501648,0.1873084157705307,0.08710800111293793
creates,designer,details,fabric,fashion
0.3486063480377197,1.0000001192092896,0.25203192234039307,0.4572586417198181,0.6800371408462524
analyzes,astronomer,astrophysicist,bodies,celestial
0.19163765013217926,0.275540292263031,0.28720295429229736,0.21398895978927612,0.37087488174438477
business,company,daily,develops,entrepreneur
0.4213034510612488,0.5193693041801453,0.1446746438741684,0.21103735268115997,0.5157966613769531
advocates,biodiversity,conservation,ecologist,ecosystems
0.3059348464012146,0.6627771854400635,1.0,0.36000752449035645,0.591188371181488
coach,feedback,glides,pool,provides
0.9999999403953552,0.2933056056499481,0.1293381154537201,0.15247803926467896,0.2685334086418152
canyon,excavates,excavation,formations,fossils
0.4096159338951111,0.2710036039352417,0.46605315804481506,0.4403916895389557,0.44286203384399414
conducts,experiments,instructs,laboratory,physics
0.373915433883667,0.9999999403953552,0.2647797167301178,0.618353009223938,0.4296889007091522
building,burning,captain,directs,extinguishes
0.14862856268882751,0.8028968572616577,0.1382322609424591,0.22653216123580933,0.3327592611312866
anthology,composes,editor,inspired,nature
0.340442031621933,1.0,0.4903276562690735,0.25436556339263916,0.08932993561029434
chef,critic,critiques,dishes,experiments
0.18452557921409607,0.1581057906150818,0.19170767068862915,0.1916445791721344,0.2633955478668213
clock,coach,cyclist,cyclist's,endurance
0.11962325125932693,0.06763365864753723,0.3988925516605377,0.44192227721214294,0.45556801557540894
affairs,agreements,ambassador,country,diplomat
0.45856600999832153,0.4214000701904297,0.6869311332702637,0.47295665740966797,0.8223720192909241
clients,conducts,counselor,health,issues
0.301228791475296,0.3286384046077728,0.6646713018417358,0.32064998149871826,0.337251216173172
animals,captures,conservation,documents,efforts
0.33081403374671936,0.17263878881931305,0.4022808074951172,0.18454813957214355,0.11502591520547867
build,community,construction,coordinates,helps
0.4916243255138397,0.44061630964279175,0.47437813878059387,0.21860414743423462,0.4225943088531494
beachgoers,rides,sandy,shore,sunrise
0.479148268699646,0.10719247907400131,1.0,0.5194953680038452,0.3381957709789276
apiary,beekeeper,bees,behavior,entomologist
0.089655801653862,0.6554145812988281,1.0,0.20299312472343445,0.17836081981658936
acrobat,circus,daring,guides,performs
0.4039583206176758,0.46621260046958923,0.4274575710296631,0.17988091707229614,0.23105978965759277
analyzes,ancient,archaeologist,artifacts,civilization
0.36686208844184875,0.2976445257663727,0.20210005342960358,0.30392584204673767,0.3377799391746521
analyzes,chess,games,grandmaster,insights
0.1118786484003067,0.558509111404419,0.23888465762138367,0.9999998807907104,0.2399730533361435
compelling,editor,manuscripts,novelist,publication
0.27492451667785645,0.24720659852027893,0.3600654900074005,0.2942492365837097,0.4989093542098999
coach,long-distance,marathon,monitors,performance
0.31936249136924744,0.16688022017478943,0.7362799644470215,0.013604201376438141,0.32941293716430664
analyzes,evolution,languages,linguist,linguistic
0.22355511784553528,0.23020008206367493,0.0575900673866272,0.2520428001880646,0.155861496925354
dinosaur,discovers,examines,fossilized,fossils
0.14068561792373657,0.4777761995792389,0.9999998807907104,0.1339794248342514,0.16462045907974243
accelerator,analyzes,conducts,data,experiments
0.2557283341884613,0.18071144819259644,0.11753661930561066,0.17873165011405945,0.3137773275375366
biker,biking,challenging,expedition,guide
0.25193241238594055,0.35916998982429504,0.30916428565979004,0.5571795701980591,0.36516711115837097
bee,beehive,beekeeper,behavior,different
0.20081420242786407,0.17573130130767822,0.16973349452018738,0.9999998807907104,0.38474607467651367
choreographer,choreography,dance,dancer,guides
0.39564940333366394,0.2811514139175415,0.133366659283638,0.0860760360956192,0.31247302889823914
algorithms,application,bugs,codes,engineer
0.26506710052490234,0.9999998807907104,0.12676823139190674,0.18572276830673218,0.23967349529266357
analyzes,biologist,currents,ecosystems,life
0.17401060461997986,0.1874360889196396,0.13363894820213318,0.23939216136932373,1.0
archives,archivist,documents,events,historian
0.4082859754562378,0.9999998807907104,0.28736576437950134,0.23858779668807983,0.5615594387054443
applications,designs,engineer,innovative,prototypes
0.22461795806884766,0.15503917634487152,0.1649625301361084,0.14214271306991577,0.24820737540721893
books,captivating,immerses,librarian,library
0.6322760581970215,0.3117601275444031,0.21100005507469177,0.2914368212223053,0.41346800327301025
ceramicist,clay,finished,fires,glazes
1.0,0.5616756081581116,0.11699353903532028,0.05156297609210014,0.3612096309661865
athlete,coach,competition,guidance,intensively
0.20717352628707886,0.1493428349494934,0.25776946544647217,0.27463045716285706,1.0
chef,critic,critiques,exotic,experiments
0.1408407837152481,0.17950458824634552,0.2920256555080414,0.14965879917144775,0.9999999403953552
architect,buildings,city,construction,envisions
0.3117539584636688,0.19859853386878967,0.04584497958421707,0.4587479531764984,0.3277965188026428
actor,actor's,audition,director,dramatic
1.0,0.8497062921524048,0.42364567518234253,0.42969071865081787,0.46992650628089905
algorithms,bugs,codes,developer,identifies
0.2227955013513565,0.050760891288518906,0.13346536457538605,0.09829302877187729,0.2232946753501892
activities,advocates,ecologist,ecosystems,environmentalist
0.32437020540237427,1.0,0.352664589881897,0.19931679964065552,0.45640844106674194
activities,classroom,engages,imparts,interactive
0.2765994966030121,1.0,0.1848459541797638,0.3049631714820862,0.42059850692749023
accuracy,article,clarity,editor,figures
0.25719672441482544,0.430025190114975,0.2733533978462219,0.38319069147109985,0.2241760790348053
ascent,challenging,climber,climbing,conquers
0.26627689599990845,0.3039607107639313,0.062190596014261246,0.1008651852607727,0.12626169621944427
analysis,assistant,assists,collection,conducts
0.2139522135257721,0.47410616278648376,1.0000001192092896,0.05131211876869202,0.18318523466587067
band,festival,guitar,live,music
0.06381452083587646,0.05618112534284592,0.125074103474617,0.16285833716392517,0.10403682291507721
agriculturalist,cultivates,farm,farmer,farming
0.3291100859642029,0.46098679304122925,0.3415123224258423,0.3136032521724701,0.3866727948188782
analyzes,beauty,critic,elements,inspired
0.2562409043312073,0.19615258276462555,1.0000001192092896,0.036939676851034164,0.27231207489967346
clients,conducts,counselor,emotional,provides
0.3880889415740967,0.9999999403953552,0.3385288417339325,0.024394407868385315,0.3796674609184265
analyst,business,consumer,develops,entrepreneur
0.19559180736541748,0.4527824819087982,0.3584217131137848,0.49158525466918945,0.5675520896911621
